season,lg,team,abbreviation,playoffs,franchise_id
1990,NBA,Boston Celtics,BOS,True,BOS
1990,NBA,Charlotte Hornets,CHH,False,CHA
1990,NBA,Chicago Bulls,CHI,True,CHI
1990,NBA,Cleveland Cavaliers,CLE,True,CLE
1990,NBA,Dallas Mavericks,DAL,True,DAL
1990,NBA,Denver Nuggets,DEN,True,DEN
1990,NBA,Detroit Pistons,DET,True,DET
1990,NBA,Golden State Warriors,GSW,False,GSW
1990,NBA,Houston Rockets,HOU,True,HOU
1990,NBA,Indiana Pacers,IND,True,IND
1990,NBA,Los Angeles Clippers,LAC,False,LAC
1990,NBA,Los Angeles Lakers,LAL,True,LAL
1990,NBA,Miami Heat,MIA,False,MIA
1990,NBA,Milwaukee Bucks,MIL,True,MIL
1990,NBA,Minnesota Timberwolves,MIN,False,MIN
1990,NBA,New Jersey Nets,NJN,False,BRK
1990,NBA,New York Knicks,NYK,True,NYK
1990,NBA,Orlando Magic,ORL,False,ORL
1990,NBA,Philadelphia 76ers,PHI,True,PHI
1990,NBA,Phoenix Suns,PHO,True,PHO
1990,NBA,Portland Trail Blazers,POR,True,POR
1990,NBA,Sacramento Kings,SAC,False,SAC
1990,NBA,San Antonio Spurs,SAS,True,SAS
1990,NBA,Seattle SuperSonics,SEA,False,SEA
1990,NBA,Utah Jazz,UTA,True,UTA
1990,NBA,Washington Bullets,WSB,False,WSB
1989,NBA,Atlanta Hawks,ATL,True,ATL
1989,NBA,Boston Celtics,BOS,True,BOS
1989,NBA,Charlotte Hornets,CHH,False,CHA
1989,NBA,Chicago Bulls,CHI,True,CHI
1989,NBA,Cleveland Cavaliers,CLE,True,CLE
1989,NBA,Dallas Mavericks,DAL,False,DAL
1989,NBA,Denver Nuggets,DEN,True,DEN
1989,NBA,Detroit Pistons,DET,True,DET
1989,NBA,Golden State Warriors,GSW,True,GSW
1989,NBA,Houston Rockets,HOU,True,HOU
1989,NBA,Indiana Pacers,IND,False,IND
1989,NBA,Los Angeles Clippers,LAC,False,LAC
1989,NBA,Los Angeles Lakers,LAL,True,LAL
1989,NBA,Miami Heat,MIA,False,MIA
1989,NBA,Milwaukee Bucks,MIL,True,MIL
1989,NBA,New Jersey Nets,NJN,False,BRK
1989,NBA,New York Knicks,NYK,True,NYK
1989,NBA,Philadelphia 76ers,PHI,True,PHI
1989,NBA,Phoenix Suns,PHO,True,PHO
1989,NBA,Portland Trail Blazers,POR,True,POR
1989,NBA,Sacramento Kings,SAC,False,SAC
1989,NBA,San Antonio Spurs,SAS,False,SAS
1989,NBA,Seattle SuperSonics,SEA,True,SEA
1989,NBA,Utah Jazz,UTA,True,UTA
1989,NBA,Washington Bullets,WSB,False,WSB
1988,NBA,Atlanta Hawks,ATL,True,ATL
1988,NBA,Boston Celtics,BOS,True,BOS
1988,NBA,Chicago Bulls,CHI,True,CHI
1988,NBA,Cleveland Cavaliers,CLE,True,CLE
1988,NBA,Dallas Mavericks,DAL,True,DAL
1988,NBA,Denver Nuggets,DEN,True,DEN
1988,NBA,Detroit Pistons,DET,True,DET
1988,NBA,Golden State Warriors,GSW,False,GSW
1988,NBA,Houston Rockets,HOU,True,HOU
1988,NBA,Indiana Pacers,IND,False,IND
1988,NBA,Los Angeles Clippers,LAC,False,LAC
1988,NBA,Los Angeles Lakers,LAL,True,LAL
1988,NBA,Milwaukee Bucks,MIL,True,MIL
1988,NBA,New Jersey Nets,NJN,False,BRK
1988,NBA,New York Knicks,NYK,True,NYK
1988,NBA,Philadelphia 76ers,PHI,False,PHI
1988,NBA,Phoenix Suns,PHO,False,PHO
1988,NBA,Portland Trail Blazers,POR,True,POR
1988,NBA,Sacramento Kings,SAC,False,SAC
1988,NBA,San Antonio Spurs,SAS,True,SAS
1988,NBA,Seattle SuperSonics,SEA,True,SEA
1988,NBA,Utah Jazz,UTA,True,UTA
1988,NBA,Washington Bullets,WSB,True,WSB
1987,NBA,Atlanta Hawks,ATL,True,ATL
1987,NBA,Boston Celtics,BOS,True,BOS
1987,NBA,Chicago Bulls,CHI,True,CHI
1987,NBA,Cleveland Cavaliers,CLE,False,CLE
1987,NBA,Dallas Mavericks,DAL,True,DAL
1987,NBA,Denver Nuggets,DEN,True,DEN
1987,NBA,Detroit Pistons,DET,True,DET
1987,NBA,Golden State Warriors,GSW,True,GSW
1987,NBA,Houston Rockets,HOU,True,HOU
1987,NBA,Indiana Pacers,IND,True,IND
1987,NBA,Los Angeles Clippers,LAC,False,LAC
1987,NBA,Los Angeles Lakers,LAL,True,LAL
1987,NBA,Milwaukee Bucks,MIL,True,MIL
1987,NBA,New Jersey Nets,NJN,False,BRK
1987,NBA,New York Knicks,NYK,False,NYK
1987,NBA,Philadelphia 76ers,PHI,True,PHI
1987,NBA,Phoenix Suns,PHO,False,PHO
1987,NBA,Portland Trail Blazers,POR,True,POR
1987,NBA,Sacramento Kings,SAC,False,SAC
1987,NBA,San Antonio Spurs,SAS,False,SAS
1987,NBA,Seattle SuperSonics,SEA,True,SEA
1987,NBA,Utah Jazz,UTA,True,UTA
1987,NBA,Washington Bullets,WSB,True,WSB
1986,NBA,Atlanta Hawks,ATL,True,ATL
1986,NBA,Boston Celtics,BOS,True,BOS
1986,NBA,Chicago Bulls,CHI,True,CHI
1986,NBA,Cleveland Cavaliers,CLE,False,CLE
1986,NBA,Dallas Mavericks,DAL,True,DAL
1986,NBA,Denver Nuggets,DEN,True,DEN
1986,NBA,Detroit Pistons,DET,True,DET
1986,NBA,Golden State Warriors,GSW,False,GSW
1986,NBA,Houston Rockets,HOU,True,HOU
1986,NBA,Indiana Pacers,IND,False,IND
1986,NBA,Los Angeles Clippers,LAC,False,LAC
1986,NBA,Los Angeles Lakers,LAL,True,LAL
1986,NBA,Milwaukee Bucks,MIL,True,MIL
1986,NBA,New Jersey Nets,NJN,True,BRK
1986,NBA,New York Knicks,NYK,False,NYK
1986,NBA,Philadelphia 76ers,PHI,True,PHI
1986,NBA,Phoenix Suns,PHO,False,PHO
1986,NBA,Portland Trail Blazers,POR,True,POR
1986,NBA,Sacramento Kings,SAC,True,SAC
1986,NBA,San Antonio Spurs,SAS,True,SAS
1986,NBA,Seattle SuperSonics,SEA,False,SEA
1986,NBA,Utah Jazz,UTA,True,UTA
1986,NBA,Washington Bullets,WSB,True,WSB
1985,NBA,Atlanta Hawks,ATL,False,ATL
1985,NBA,Boston Celtics,BOS,True,BOS
1985,NBA,Chicago Bulls,CHI,True,CHI
1985,NBA,Cleveland Cavaliers,CLE,True,CLE
1985,NBA,Dallas Mavericks,DAL,True,DAL
1985,NBA,Denver Nuggets,DEN,True,DEN
1985,NBA,Detroit Pistons,DET,True,DET
1985,NBA,Golden State Warriors,GSW,False,GSW
1985,NBA,Houston Rockets,HOU,True,HOU
1985,NBA,Indiana Pacers,IND,False,IND
1985,NBA,Kansas City Kings,KCK,False,KCK
1985,NBA,Los Angeles Clippers,LAC,False,LAC
1985,NBA,Los Angeles Lakers,LAL,True,LAL
1985,NBA,Milwaukee Bucks,MIL,True,MIL
1985,NBA,New Jersey Nets,NJN,True,BRK
1985,NBA,New York Knicks,NYK,False,NYK
1985,NBA,Philadelphia 76ers,PHI,True,PHI
1985,NBA,Phoenix Suns,PHO,True,PHO
1985,NBA,Portland Trail Blazers,POR,True,POR
1985,NBA,San Antonio Spurs,SAS,True,SAS
1985,NBA,Seattle SuperSonics,SEA,False,SEA
1985,NBA,Utah Jazz,UTA,True,UTA
1985,NBA,Washington Bullets,WSB,True,WSB
1984,NBA,Atlanta Hawks,ATL,True,ATL
1984,NBA,Boston Celtics,BOS,True,BOS
1984,NBA,Chicago Bulls,CHI,False,CHI
1984,NBA,Cleveland Cavaliers,CLE,False,CLE
1984,NBA,Dallas Mavericks,DAL,True,DAL
1984,NBA,Denver Nuggets,DEN,True,DEN
1984,NBA,Detroit Pistons,DET,True,DET
1984,NBA,Golden State Warriors,GSW,False,GSW
1984,NBA,Houston Rockets,HOU,False,HOU
1984,NBA,Indiana Pacers,IND,False,IND
1984,NBA,Kansas City Kings,KCK,True,KCK
1984,NBA,Los Angeles Lakers,LAL,True,LAL
1984,NBA,Milwaukee Bucks,MIL,True,MIL
1984,NBA,New Jersey Nets,NJN,True,BRK
1984,NBA,New York Knicks,NYK,True,NYK
1984,NBA,Philadelphia 76ers,PHI,True,PHI
1984,NBA,Phoenix Suns,PHO,True,PHO
1984,NBA,Portland Trail Blazers,POR,True,POR
1984,NBA,San Antonio Spurs,SAS,False,SAS
1984,NBA,San Diego Clippers,SDC,False,SDC
1984,NBA,Seattle SuperSonics,SEA,True,SEA
1984,NBA,Utah Jazz,UTA,True,UTA
1984,NBA,Washington Bullets,WSB,True,WSB
1983,NBA,Atlanta Hawks,ATL,True,ATL
1983,NBA,Boston Celtics,BOS,True,BOS
1983,NBA,Chicago Bulls,CHI,False,CHI
1983,NBA,Cleveland Cavaliers,CLE,False,CLE
1983,NBA,Dallas Mavericks,DAL,False,DAL
1983,NBA,Denver Nuggets,DEN,True,DEN
1983,NBA,Detroit Pistons,DET,False,DET
1983,NBA,Golden State Warriors,GSW,False,GSW
1983,NBA,Houston Rockets,HOU,False,HOU
1983,NBA,Indiana Pacers,IND,False,IND
1983,NBA,Kansas City Kings,KCK,False,KCK
1983,NBA,Los Angeles Lakers,LAL,True,LAL
1983,NBA,Milwaukee Bucks,MIL,True,MIL
1983,NBA,New Jersey Nets,NJN,True,BRK
1983,NBA,New York Knicks,NYK,True,NYK
1983,NBA,Philadelphia 76ers,PHI,True,PHI
1983,NBA,Phoenix Suns,PHO,True,PHO
1983,NBA,Portland Trail Blazers,POR,True,POR
1983,NBA,San Antonio Spurs,SAS,True,SAS
1983,NBA,San Diego Clippers,SDC,False,SDC
1983,NBA,Seattle SuperSonics,SEA,True,SEA
1983,NBA,Utah Jazz,UTA,False,UTA
1983,NBA,Washington Bullets,WSB,False,WSB
1982,NBA,Atlanta Hawks,ATL,True,ATL
1982,NBA,Boston Celtics,BOS,True,BOS
1982,NBA,Chicago Bulls,CHI,False,CHI
1982,NBA,Cleveland Cavaliers,CLE,False,CLE
1982,NBA,Dallas Mavericks,DAL,False,DAL
1982,NBA,Denver Nuggets,DEN,True,DEN
1982,NBA,Detroit Pistons,DET,False,DET
1982,NBA,Golden State Warriors,GSW,False,GSW
1982,NBA,Houston Rockets,HOU,True,HOU
1982,NBA,Indiana Pacers,IND,False,IND
1982,NBA,Kansas City Kings,KCK,False,KCK
1982,NBA,Los Angeles Lakers,LAL,True,LAL
1982,NBA,Milwaukee Bucks,MIL,True,MIL
1982,NBA,New Jersey Nets,NJN,True,BRK
1982,NBA,New York Knicks,NYK,False,NYK
1982,NBA,Philadelphia 76ers,PHI,True,PHI
1982,NBA,Phoenix Suns,PHO,True,PHO
1982,NBA,Portland Trail Blazers,POR,False,POR
1982,NBA,San Antonio Spurs,SAS,True,SAS
1982,NBA,San Diego Clippers,SDC,False,SDC
1982,NBA,Seattle SuperSonics,SEA,True,SEA
1982,NBA,Utah Jazz,UTA,False,UTA
1982,NBA,Washington Bullets,WSB,True,WSB
1981,NBA,Atlanta Hawks,ATL,False,ATL
1981,NBA,Boston Celtics,BOS,True,BOS
1981,NBA,Chicago Bulls,CHI,True,CHI
1981,NBA,Cleveland Cavaliers,CLE,False,CLE
1981,NBA,Dallas Mavericks,DAL,False,DAL
1981,NBA,Denver Nuggets,DEN,False,DEN
1981,NBA,Detroit Pistons,DET,False,DET
1981,NBA,Golden State Warriors,GSW,False,GSW
1981,NBA,Houston Rockets,HOU,True,HOU
1981,NBA,Indiana Pacers,IND,True,IND
1981,NBA,Kansas City Kings,KCK,True,KCK
1981,NBA,Los Angeles Lakers,LAL,True,LAL
1981,NBA,Milwaukee Bucks,MIL,True,MIL
1981,NBA,New Jersey Nets,NJN,False,BRK
1981,NBA,New York Knicks,NYK,True,NYK
1981,NBA,Philadelphia 76ers,PHI,True,PHI
1981,NBA,Phoenix Suns,PHO,True,PHO
1981,NBA,Portland Trail Blazers,POR,True,POR
1981,NBA,San Antonio Spurs,SAS,True,SAS
1981,NBA,San Diego Clippers,SDC,False,SDC
1981,NBA,Seattle SuperSonics,SEA,False,SEA
1981,NBA,Utah Jazz,UTA,False,UTA
1981,NBA,Washington Bullets,WSB,False,WSB
1980,NBA,Atlanta Hawks,ATL,True,ATL
1980,NBA,Boston Celtics,BOS,True,BOS
1980,NBA,Chicago Bulls,CHI,False,CHI
1980,NBA,Cleveland Cavaliers,CLE,False,CLE
1980,NBA,Denver Nuggets,DEN,False,DEN
1980,NBA,Detroit Pistons,DET,False,DET
1980,NBA,Golden State Warriors,GSW,False,GSW
1980,NBA,Houston Rockets,HOU,True,HOU
1980,NBA,Indiana Pacers,IND,False,IND
1980,NBA,Kansas City Kings,KCK,True,KCK
1980,NBA,Los Angeles Lakers,LAL,True,LAL
1980,NBA,Milwaukee Bucks,MIL,True,MIL
1980,NBA,New Jersey Nets,NJN,False,BRK
1980,NBA,New York Knicks,NYK,False,NYK
1980,NBA,Philadelphia 76ers,PHI,True,PHI
1980,NBA,Phoenix Suns,PHO,True,PHO
1980,NBA,Portland Trail Blazers,POR,True,POR
1980,NBA,San Antonio Spurs,SAS,True,SAS
1980,NBA,San Diego Clippers,SDC,False,SDC
1980,NBA,Seattle SuperSonics,SEA,True,SEA
1980,NBA,Utah Jazz,UTA,False,UTA
1980,NBA,Washington Bullets,WSB,True,WSB
1979,NBA,Atlanta Hawks,ATL,True,ATL
1979,NBA,Boston Celtics,BOS,False,BOS
1979,NBA,Chicago Bulls,CHI,False,CHI
1979,NBA,Cleveland Cavaliers,CLE,False,CLE
1979,NBA,Denver Nuggets,DEN,True,DEN
1979,NBA,Detroit Pistons,DET,False,DET
1979,NBA,Golden State Warriors,GSW,False,GSW
1979,NBA,Houston Rockets,HOU,True,HOU
1979,NBA,Indiana Pacers,IND,False,IND
1979,NBA,Kansas City Kings,KCK,True,KCK
1979,NBA,Los Angeles Lakers,LAL,True,LAL
1979,NBA,Milwaukee Bucks,MIL,False,MIL
1979,NBA,New Jersey Nets,NJN,True,BRK
1979,NBA,New Orleans Jazz,NOJ,False,NOJ
1979,NBA,New York Knicks,NYK,False,NYK
1979,NBA,Philadelphia 76ers,PHI,True,PHI
1979,NBA,Phoenix Suns,PHO,True,PHO
1979,NBA,Portland Trail Blazers,POR,True,POR
1979,NBA,San Antonio Spurs,SAS,True,SAS
1979,NBA,San Diego Clippers,SDC,False,SDC
1979,NBA,Seattle SuperSonics,SEA,True,SEA
1979,NBA,Washington Bullets,WSB,True,WSB
1978,NBA,Atlanta Hawks,ATL,True,ATL
1978,NBA,Boston Celtics,BOS,False,BOS
1978,NBA,Buffalo Braves,BUF,False,BUF
1978,NBA,Chicago Bulls,CHI,False,CHI
1978,NBA,Cleveland Cavaliers,CLE,True,CLE
1978,NBA,Denver Nuggets,DEN,True,DEN
1978,NBA,Detroit Pistons,DET,False,DET
1978,NBA,Golden State Warriors,GSW,False,GSW
1978,NBA,Houston Rockets,HOU,False,HOU
1978,NBA,Indiana Pacers,IND,False,IND
1978,NBA,Kansas City Kings,KCK,False,KCK
1978,NBA,Los Angeles Lakers,LAL,True,LAL
1978,NBA,Milwaukee Bucks,MIL,True,MIL
1978,NBA,New Jersey Nets,NJN,False,BRK
1978,NBA,New Orleans Jazz,NOJ,False,NOJ
1978,NBA,New York Knicks,NYK,True,NYK
1978,NBA,Philadelphia 76ers,PHI,True,PHI
1978,NBA,Phoenix Suns,PHO,True,PHO
1978,NBA,Portland Trail Blazers,POR,True,POR
1978,NBA,San Antonio Spurs,SAS,True,SAS
1978,NBA,Seattle SuperSonics,SEA,True,SEA
1978,NBA,Washington Bullets,WSB,True,WSB
1977,NBA,Atlanta Hawks,ATL,False,ATL
1977,NBA,Boston Celtics,BOS,True,BOS
1977,NBA,Buffalo Braves,BUF,False,BUF
1977,NBA,Chicago Bulls,CHI,True,CHI
1977,NBA,Cleveland Cavaliers,CLE,True,CLE
1977,NBA,Denver Nuggets,DEN,True,DEN
1977,NBA,Detroit Pistons,DET,True,DET
1977,NBA,Golden State Warriors,GSW,True,GSW
1977,NBA,Houston Rockets,HOU,True,HOU
1977,NBA,Indiana Pacers,IND,False,IND
1977,NBA,Kansas City Kings,KCK,False,KCK
1977,NBA,Los Angeles Lakers,LAL,True,LAL
1977,NBA,Milwaukee Bucks,MIL,False,MIL
1977,NBA,New Orleans Jazz,NOJ,False,NOJ
1977,NBA,New York Knicks,NYK,False,NYK
1977,NBA,New York Nets,NYN,False,NYN
1977,NBA,Philadelphia 76ers,PHI,True,PHI
1977,NBA,Phoenix Suns,PHO,False,PHO
1977,NBA,Portland Trail Blazers,POR,True,POR
1977,NBA,San Antonio Spurs,SAS,True,SAS
1977,NBA,Seattle SuperSonics,SEA,False,SEA
1977,NBA,Washington Bullets,WSB,True,WSB
1976,ABA,Denver Nuggets,DNA,True,DEN
1976,ABA,Indiana Pacers,INA,True,INA
1976,ABA,Kentucky Colonels,KEN,True,KEN
1976,ABA,New York Nets,NYA,True,NYA
1976,ABA,San Antonio Spurs,SAA,True,SAA
1976,ABA,San Diego Sails,SDS,False,SDS
1976,ABA,Spirits of St. Louis,SSL,False,SSL
1976,ABA,Utah Stars,UTS,False,UTS
1976,ABA,Virginia Squires,VIR,False,VIR
1976,NBA,Atlanta Hawks,ATL,False,ATL
1976,NBA,Boston Celtics,BOS,True,BOS
1976,NBA,Buffalo Braves,BUF,True,BUF
1976,NBA,Chicago Bulls,CHI,False,CHI
1976,NBA,Cleveland Cavaliers,CLE,True,CLE
1976,NBA,Detroit Pistons,DET,True,DET
1976,NBA,Golden State Warriors,GSW,True,GSW
1976,NBA,Houston Rockets,HOU,False,HOU
1976,NBA,Kansas City Kings,KCK,False,KCK
1976,NBA,Los Angeles Lakers,LAL,False,LAL
1976,NBA,Milwaukee Bucks,MIL,True,MIL
1976,NBA,New Orleans Jazz,NOJ,False,NOJ
1976,NBA,New York Knicks,NYK,False,NYK
1976,NBA,Philadelphia 76ers,PHI,True,PHI
1976,NBA,Phoenix Suns,PHO,True,PHO
1976,NBA,Portland Trail Blazers,POR,False,POR
1976,NBA,Seattle SuperSonics,SEA,True,SEA
1976,NBA,Washington Bullets,WSB,True,WSB
1975,ABA,Denver Nuggets,DNA,True,DEN
1975,ABA,Indiana Pacers,INA,True,INA
1975,ABA,Kentucky Colonels,KEN,True,KEN
1975,ABA,Memphis Sounds,MMS,True,MMS
1975,ABA,New York Nets,NYA,True,NYA
1975,ABA,San Antonio Spurs,SAA,True,SAA
1975,ABA,San Diego Conquistadors,SDA,False,SDA
1975,ABA,Spirits of St. Louis,SSL,True,SSL
1975,ABA,Utah Stars,UTS,True,UTS
1975,ABA,Virginia Squires,VIR,False,VIR
1975,NBA,Atlanta Hawks,ATL,False,ATL
1975,NBA,Boston Celtics,BOS,True,BOS
1975,NBA,Buffalo Braves,BUF,True,BUF
1975,NBA,Chicago Bulls,CHI,True,CHI
1975,NBA,Cleveland Cavaliers,CLE,False,CLE
1975,NBA,Detroit Pistons,DET,True,DET
1975,NBA,Golden State Warriors,GSW,True,GSW
1975,NBA,Houston Rockets,HOU,True,HOU
1975,NBA,Kansas City-Omaha Kings,KCO,True,KCO
1975,NBA,Los Angeles Lakers,LAL,False,LAL
1975,NBA,Milwaukee Bucks,MIL,False,MIL
1975,NBA,New Orleans Jazz,NOJ,False,NOJ
1975,NBA,New York Knicks,NYK,True,NYK
1975,NBA,Philadelphia 76ers,PHI,False,PHI
1975,NBA,Phoenix Suns,PHO,False,PHO
1975,NBA,Portland Trail Blazers,POR,False,POR
1975,NBA,Seattle SuperSonics,SEA,True,SEA
1975,NBA,Washington Bullets,WSB,True,WSB
1974,ABA,Carolina Cougars,CAR,True,CAR
1974,ABA,Denver Rockets,DNR,True,DEN
1974,ABA,Indiana Pacers,INA,True,INA
1974,ABA,Kentucky Colonels,KEN,True,KEN
1974,ABA,Memphis Tams,MMT,False,MMT
1974,ABA,New York Nets,NYA,True,NYA
1974,ABA,San Antonio Spurs,SAA,True,SAA
1974,ABA,San Diego Conquistadors,SDA,True,SDA
1974,ABA,Utah Stars,UTS,True,UTS
1974,ABA,Virginia Squires,VIR,True,VIR
1974,NBA,Atlanta Hawks,ATL,False,ATL
1974,NBA,Boston Celtics,BOS,True,BOS
1974,NBA,Buffalo Braves,BUF,True,BUF
1974,NBA,Capital Bullets,CAP,True,CAP
1974,NBA,Chicago Bulls,CHI,True,CHI
1974,NBA,Cleveland Cavaliers,CLE,False,CLE
1974,NBA,Detroit Pistons,DET,True,DET
1974,NBA,Golden State Warriors,GSW,False,GSW
1974,NBA,Houston Rockets,HOU,False,HOU
1974,NBA,Kansas City-Omaha Kings,KCO,False,KCO
1974,NBA,Los Angeles Lakers,LAL,True,LAL
1974,NBA,Milwaukee Bucks,MIL,True,MIL
1974,NBA,New York Knicks,NYK,True,NYK
1974,NBA,Philadelphia 76ers,PHI,False,PHI
1974,NBA,Phoenix Suns,PHO,False,PHO
1974,NBA,Portland Trail Blazers,POR,False,POR
1974,NBA,Seattle SuperSonics,SEA,False,SEA
1973,ABA,Carolina Cougars,CAR,True,CAR
1973,ABA,Dallas Chaparrals,DLC,False,DLC
1973,ABA,Denver Rockets,DNR,True,DEN
1973,ABA,Indiana Pacers,INA,True,INA
1973,ABA,Kentucky Colonels,KEN,True,KEN
1973,ABA,Memphis Tams,MMT,False,MMT
1973,ABA,New York Nets,NYA,True,NYA
1973,ABA,San Diego Conquistadors,SDA,True,SDA
1973,ABA,Utah Stars,UTS,True,UTS
1973,ABA,Virginia Squires,VIR,True,VIR
1973,NBA,Atlanta Hawks,ATL,True,ATL
1973,NBA,Baltimore Bullets,BAL,True,BAL
1973,NBA,Boston Celtics,BOS,True,BOS
1973,NBA,Buffalo Braves,BUF,False,BUF
1973,NBA,Chicago Bulls,CHI,True,CHI
1973,NBA,Cleveland Cavaliers,CLE,False,CLE
1973,NBA,Detroit Pistons,DET,False,DET
1973,NBA,Golden State Warriors,GSW,True,GSW
1973,NBA,Houston Rockets,HOU,False,HOU
1973,NBA,Kansas City-Omaha Kings,KCO,False,KCO
1973,NBA,Los Angeles Lakers,LAL,True,LAL
1973,NBA,Milwaukee Bucks,MIL,True,MIL
1973,NBA,New York Knicks,NYK,True,NYK
1973,NBA,Philadelphia 76ers,PHI,False,PHI
1973,NBA,Phoenix Suns,PHO,False,PHO
1973,NBA,Portland Trail Blazers,POR,False,POR
1973,NBA,Seattle SuperSonics,SEA,False,SEA
1972,ABA,Carolina Cougars,CAR,False,CAR
1972,ABA,Dallas Chaparrals,DLC,True,DLC
1972,ABA,Denver Rockets,DNR,True,DEN
1972,ABA,The Floridians,FLO,True,FLO
1972,ABA,Indiana Pacers,INA,True,INA
1972,ABA,Kentucky Colonels,KEN,True,KEN
1972,ABA,Memphis Pros,MMP,False,MMP
1972,ABA,New York Nets,NYA,True,NYA
1972,ABA,Pittsburgh Condors,PTC,False,PTC
1972,ABA,Utah Stars,UTS,True,UTS
1972,ABA,Virginia Squires,VIR,True,VIR
1972,NBA,Atlanta Hawks,ATL,True,ATL
1972,NBA,Baltimore Bullets,BAL,True,BAL
1972,NBA,Boston Celtics,BOS,True,BOS
1972,NBA,Buffalo Braves,BUF,False,BUF
1972,NBA,Chicago Bulls,CHI,True,CHI
1972,NBA,Cincinnati Royals,CIN,False,CIN
1972,NBA,Cleveland Cavaliers,CLE,False,CLE
1972,NBA,Detroit Pistons,DET,False,DET
1972,NBA,Golden State Warriors,GSW,True,GSW
1972,NBA,Houston Rockets,HOU,False,HOU
1972,NBA,Los Angeles Lakers,LAL,True,LAL
1972,NBA,Milwaukee Bucks,MIL,True,MIL
1972,NBA,New York Knicks,NYK,True,NYK
1972,NBA,Philadelphia 76ers,PHI,False,PHI
1972,NBA,Phoenix Suns,PHO,False,PHO
1972,NBA,Portland Trail Blazers,POR,False,POR
1972,NBA,Seattle SuperSonics,SEA,False,SEA
1971,ABA,Carolina Cougars,CAR,False,CAR
1971,ABA,Denver Rockets,DNR,True,DEN
1971,ABA,The Floridians,FLO,True,FLO
1971,ABA,Indiana Pacers,INA,True,INA
1971,ABA,Kentucky Colonels,KEN,True,KEN
1971,ABA,Memphis Pros,MMP,True,MMP
1971,ABA,New York Nets,NYA,True,NYA
1971,ABA,Pittsburgh Condors,PTC,False,PTC
1971,ABA,Texas Chaparrals,TEX,True,TEX
1971,ABA,Utah Stars,UTS,True,UTS
1971,ABA,Virginia Squires,VIR,True,VIR
1971,NBA,Atlanta Hawks,ATL,True,ATL
1971,NBA,Baltimore Bullets,BAL,True,BAL
1971,NBA,Boston Celtics,BOS,False,BOS
1971,NBA,Buffalo Braves,BUF,False,BUF
1971,NBA,Chicago Bulls,CHI,True,CHI
1971,NBA,Cincinnati Royals,CIN,False,CIN
1971,NBA,Cleveland Cavaliers,CLE,False,CLE
1971,NBA,Detroit Pistons,DET,False,DET
1971,NBA,Los Angeles Lakers,LAL,True,LAL
1971,NBA,Milwaukee Bucks,MIL,True,MIL
1971,NBA,New York Knicks,NYK,True,NYK
1971,NBA,Philadelphia 76ers,PHI,True,PHI
1971,NBA,Phoenix Suns,PHO,False,PHO
1971,NBA,Portland Trail Blazers,POR,False,POR
1971,NBA,San Diego Rockets,SDR,False,SDR
1971,NBA,Seattle SuperSonics,SEA,False,SEA
1971,NBA,San Francisco Warriors,SFW,True,SFW
1970,ABA,Carolina Cougars,CAR,True,CAR
1970,ABA,Dallas Chaparrals,DLC,True,DLC
1970,ABA,Denver Rockets,DNR,True,DEN
1970,ABA,Indiana Pacers,INA,True,INA
1970,ABA,Kentucky Colonels,KEN,True,KEN
1970,ABA,Los Angeles Stars,LAS,True,LAS
1970,ABA,Miami Floridians,MMF,False,MMF
1970,ABA,New Orleans Buccaneers,NOB,False,NOB
1970,ABA,New York Nets,NYA,True,NYA
1970,ABA,Pittsburgh Pipers,PTP,False,PTP
1970,ABA,Washington Capitols,WSA,True,WSA
1970,NBA,Atlanta Hawks,ATL,True,ATL
1970,NBA,Baltimore Bullets,BAL,True,BAL
1970,NBA,Boston Celtics,BOS,False,BOS
1970,NBA,Chicago Bulls,CHI,True,CHI
1970,NBA,Cincinnati Royals,CIN,False,CIN
1970,NBA,Detroit Pistons,DET,False,DET
1970,NBA,Los Angeles Lakers,LAL,True,LAL
1970,NBA,Milwaukee Bucks,MIL,True,MIL
1970,NBA,New York Knicks,NYK,True,NYK
1970,NBA,Philadelphia 76ers,PHI,True,PHI
1970,NBA,Phoenix Suns,PHO,True,PHO
1970,NBA,San Diego Rockets,SDR,False,SDR
1970,NBA,Seattle SuperSonics,SEA,False,SEA
1970,NBA,San Francisco Warriors,SFW,False,SFW
1969,ABA,Dallas Chaparrals,DLC,True,DLC
1969,ABA,Denver Rockets,DNR,True,DEN
1969,ABA,Houston Mavericks,HSM,False,HSM
1969,ABA,Indiana Pacers,INA,True,INA
1969,ABA,Kentucky Colonels,KEN,True,KEN
1969,ABA,Los Angeles Stars,LAS,False,LAS
1969,ABA,Miami Floridians,MMF,True,MMF
1969,ABA,Minnesota Pipers,MNP,True,MNP
1969,ABA,New Orleans Buccaneers,NOB,True,NOB
1969,ABA,New York Nets,NYA,False,NYA
1969,ABA,Oakland Oaks,OAK,True,OAK
1969,NBA,Atlanta Hawks,ATL,True,ATL
1969,NBA,Baltimore Bullets,BAL,True,BAL
1969,NBA,Boston Celtics,BOS,True,BOS
1969,NBA,Chicago Bulls,CHI,False,CHI
1969,NBA,Cincinnati Royals,CIN,False,CIN
1969,NBA,Detroit Pistons,DET,False,DET
1969,NBA,Los Angeles Lakers,LAL,True,LAL
1969,NBA,Milwaukee Bucks,MIL,False,MIL
1969,NBA,New York Knicks,NYK,True,NYK
